契約項目編號,契約項目名稱,單價
Y6N10JE007A0,"PVC管 (厚管) 1 1/2 "" 4米/支",257.52
Y6N10JE008A0,"PVC管 (厚管) 2 "" 4米/支",409.01
Y6N10JE009A0,"PVC管 (厚管) 2 1/2 "" 4米/支",531.15
Y6N10JE010A0,"PVC管 (厚管) 3 "" 4米/支",650.37
Y6N10JE011A0,"PVC管 (厚管) 3 1/2 "" 4米/支",1215.67
Y6N10JE012A0,"PVC管 (厚管) 4 "" 4米/支",1853.63
Y6N10JE013A0,"PVC管 (厚管) 5 "" 4米/支",2159.93
Y6N10JF001A0,"不銹鋼管SUS304 3/4"" 6M/PC 厚度:1mm",1203.8
Y6N10JF002A0,"不銹鋼管SUS304 1"" 6M/PC 厚度:1mm",1561.3
Y6N10JF003A0,"不銹鋼管SUS304 1-1/2"" 6M/PC 厚度:1mm",2270.25
Y6N10JG001A0,"PVC材質管塞頭(管帽) 3/4""",7
Y6N10JG002A0,"PVC材質管塞頭(管帽) 1 """,11
Y6N10JG003A0,"PVC材質管塞頭(管帽) 1-1/2""",19.86
Y6N10JG004A0,"PVC材質管塞頭(管帽) 2 """,34.85
Y6N10JG005A0,"PVC材質管塞頭(管帽) 2-1/2""",69.68
Y6N10JG006A0,"PVC材質管塞頭(管帽) 3 """,86.17
Y6N10JG007A0,"PVC材質管塞頭(管帽) 3-1/2""",161.31
Y6N10JG008A0,"PVC材質管塞頭(管帽) 4 """,196.93
Y6N10JG009A0,"PVC材質管塞頭(管帽) 5 """,268.3
Y6N10JG010A0,"PVC管90D大彎頭 2 """,64.12
Y6N10JG011A0,"PVC管90D大彎頭 2-1/2""",108.53
Y6N10JG012A0,"PVC管90D大彎頭 3 """,139.7
Y6N10JG013A0,"PVC管90D大彎頭 3-1/2""",286.64
Y6N10JG014A0,"PVC管90D大彎頭 4 """,313.07
Y6N10JG015A0,"PVC管90D大彎頭 5 """,575.94
Y6N10JG016A0,"PVC管45D大彎頭 2 """,63.87
Y6N10JG017A0,"PVC管45D大彎頭 2-1/2""",108.94
Y6N10JG018A0,"PVC管45D大彎頭 3 """,137.04
Y6N10JG019A0,"PVC管45D大彎頭 3-1/2""",266.24
Y6N10JG020A0,"PVC管45D大彎頭 4 """,450.95
Y6N10JG021A0,"PVC管45D大彎頭 5 """,573.94
Y6N10JG022A0,"PVC管喇叭口(母) 2 """,15.15
Y6N10JG023A0,"PVC管喇叭口(母) 2-1/2""",21.72
Y6N10JG024A0,"PVC管喇叭口(母) 3 """,30.1
Y6N10JG025A0,"PVC管喇叭口(母) 3-1/2""",34.5
Y6N10JG026A0,"PVC管喇叭口(母) 4 """,41.51
Y6N10JG027A0,"PVC管喇叭口(母) 5 """,56.05
Y6N10JG028A0,"軟管 1/2""",22.08
Y6N10JG029A0,"軟管 3/4""",30.97
Y6N10JG030A0,"軟管 1""",42.28
Y6N10JG031A0,"軟管 1 1/2""",79.24
Y6N10JG032A0,"軟管 2""",116.75
Y6N10JG033A0,"軟管 2 1/2""",249.69
Y6N10JG034A0,"軟管 3""",331.76
Y6N10JG035A0,"軟管 4""",500.23
Y6N10JG036A0,"金屬軟管尾端鐵製護套 1/2""",7.3
Y6N10JG037A0,"金屬軟管尾端鐵製護套 3/4""",8.5
Y6N10JG038A0,"金屬軟管尾端鐵製護套 1""",9.29
Y6N10JG039A0,"金屬軟管尾端鐵製護套 1 1/2""",19.39
Y6N10JG040A0,"金屬軟管尾端鐵製護套 2""",33.26
Y6N10JG041A0,"金屬軟管尾端鐵製護套 2 1/2""",54.19
Y6N10JG042A0,"金屬軟管尾端鐵製護套 3""",63.82
Y6N10JG043A0,"金屬軟管尾端鐵製護套 4""",90.08
Y6N10JG044A0,"軟管接頭(盒接頭或由任接頭)1/2""",20.3
Y6N10JG045A0,"軟管接頭(盒接頭或由任接頭)3/4""",27.57
Y6N10JG046A0,"軟管接頭(盒接頭或由任接頭) 1""",38.48
Y6N10JG047A0,"軟管接頭(盒接頭或由任接頭) 1 1/2""",88.16
Y6N10JG048A0,"軟管接頭(盒接頭或由任接頭) 2""",119.37
Y6N10JG049A0,"軟管接頭(盒接頭或由任接頭) 2 1/2""",243.89
Y6N10JG050A0,"軟管接頭(盒接頭或由任接頭) 3""",314.08
Y6N10JG051A0,"軟管接頭(盒接頭或由任接頭) 4""",513.33
Y6N10JG052A0,EMT管(含管配件) E19,42.72
Y6N10JG053A0,EMT管(含管配件) E25,56.75
Y6N10JG054A0,EMT管(含管配件) E31,83.21
Y6N10JG055A0,EMT管(含管配件) E39,104.53
Y6N10JG056A0,EMT管(含管配件) E51,141.49
Y6N10JG057A0,EMT管(含管配件) E63,203.05
Y6N10JG058A0,EMT管(含管配件) E75,325.86
Y6N10JG059A0,EMT管大彎頭 E19,29.29
Y6N10JG060A0,EMT管大彎頭 E25,31.31
Y6N10JG061A0,EMT管大彎頭 E31,45.65
Y6N10JG062A0,EMT管大彎頭 E39,60.69
Y6N10JG063A0,EMT管大彎頭 E51,93.01
Y6N10JG064A0,EMT管大彎頭 E63,169.76
Y6N10JG065A0,EMT管大彎頭 E75,244.39
Y6N10JG066A0,單孔管卡3/4'',14
Y6N10JG067A0,單孔管卡1'',21.01
Y6N10JG068A0,單孔管卡1-1/2'',39.49
Y6N10JG069A0,單孔管卡2'',55.74
Y6N10JG070A0,單孔管卡2-1/2'',77.86
Y6N10JG071A0,單孔管卡3'',104.53
Y6N10JG072A0,單孔管卡4'',223.19
Y6N10JG073A0,"防水金屬盒接頭(90度彎)3/4""",68.82
Y6N10JG074A0,"防水金屬盒接頭(90度彎)1""",94.66
Y6N10JG075A0,"防水金屬盒接頭(90度彎)1-1/2""",151.14
Y6N10JG076A0,"防水金屬盒接頭(90度彎)2""",243.89
Y6N10JG077A0,"防水金屬盒接頭(90度彎)2-1/2""",569.08
Y6N10JG078A0,"防水金屬盒接頭(90度彎)3""",811.33
Y6N10JG079A0,"防水金屬盒接頭(90度彎)4""",1156.33
Y6N10JG080A0,"白鐵 U型管夾 3/8'' (含大於5/16""之法蘭NUT*2)",19.39
Y6N10JG081A0,"白鐵 U型管夾 3/4'' (含大於5/16""之法蘭NUT*2)",20.87
Y6N10JG082A0,"白鐵 U型管夾 1'' (含大於5/16""之法蘭NUT*2)",22.96
Y6N10JG083A0,"白鐵 U型管夾 1-1/2'' (含大於5/16""之法蘭NUT*2)",24.91
Y6N10JG084A0,"白鐵 U型管夾 2'' (含大於5/16""之法蘭NUT*2)",27.47
Y6N10JG085A0,"白鐵 U型管夾 2-1/2'' (含大於5/16""之法蘭NUT*2)",35.65
Y6N10JG086A0,"白鐵 U型管夾 3'' (含大於5/16""之法蘭NUT*2)",39.9
Y6N10JG087A0,"白鐵 U型管夾 4'' (含大於5/16""之法蘭NUT*2)",45.65
Y6N10JG088A0,"白鐵 U型管夾 3/8'' (含大於5/16""之華司與螺母兩組)",20.71
Y6N10JG089A0,"白鐵 U型管夾 3/4'' (含大於5/16""之華司與螺母兩組)",22.83
Y6N10JG090A0,"白鐵 U型管夾 1'' (含大於5/16""之華司與螺母兩組)",24.85
Y6N10JG091A0,"白鐵 U型管夾 1-1/2'' (含大於5/16""之華司與螺母兩組)",31.82
Y6N10JG092A0,"白鐵 U型管夾 2'' (含大於5/16""之華司與螺母兩組)",38.31
Y6N10JG093A0,"白鐵 U型管夾 2-1/2'' (含大於5/16""之華司與螺母兩組)",50.96
Y6N10JG094A0,"白鐵 U型管夾 3'' (含大於5/16""之華司與螺母兩組)",58.77
Y6N10JG095A0,"白鐵 U型管夾 4'' (含大於5/16""之華司與螺母兩組)",78.97
Y6N10JG096A0,"電鍍鋅 U型管夾 3/8'' (含大於5/16""之法蘭NUT*2)",9.19
Y6N10JG097A0,"電鍍鋅 U型管夾 3/4'' (含大於5/16""之法蘭NUT*2)",9.83
Y6N10JG098A0,"電鍍鋅 U型管夾 1'' (含大於5/16""之法蘭NUT*2)",11.04
Y6N10JG099A0,"電鍍鋅 U型管夾 1-1/2'' (含大於5/16""之法蘭NUT*2)",12.22
Y6N10JG100A0,"電鍍鋅 U型管夾 2'' (含大於5/16""之法蘭NUT*2)",13.87
Y6N10JG101A0,"電鍍鋅 U型管夾 2-1/2'' (含大於5/16""之法蘭NUT*2)",15.89
Y6N10JG102A0,"電鍍鋅 U型管夾 3'' (含大於5/16""之法蘭NUT*2)",17.91
Y6N10JG103A0,"電鍍鋅 U型管夾 4'' (含大於5/16""之法蘭NUT*2)",19.39
Y6N10JG104A0,"電鍍鋅 U型管夾 3/8'' (含大於5/16""之華司與螺母兩組)",9.83
Y6N10JG105A0,"電鍍鋅 U型管夾 3/4'' (含大於5/16""之華司與螺母兩組)",11.62
Y6N10JG106A0,"電鍍鋅 U型管夾 1'' (含大於5/16""之華司與螺母兩組)",12.22
Y6N10JG107A0,"電鍍鋅 U型管夾 1-1/2'' (含大於5/16""之華司與螺母兩組)",13.33
Y6N10JG108A0,"電鍍鋅 U型管夾 2'' (含大於5/16""之華司與螺母兩組)",15.25
Y6N10JG109A0,"電鍍鋅 U型管夾 2-1/2'' (含大於5/16""之華司與螺母兩組)",20.71
Y6N10JG110A0,"電鍍鋅 U型管夾 3'' (含大於5/16""之華司與螺母兩組)",24.34
Y6N10JG111A0,"電鍍鋅 U型管夾 4'' (含大於5/16""之華司與螺母兩組)",30.5
Y6N10JG112A0,"BUSHING1-1/2""BUSHING 鋁質熱浸鍍鋅",73.22
Y6N10JG113A0,"鍍鋅六角螺絲BOLT /NUT/WASHERX2/SPRING WASHER M-16 5/8""X2""",30.81
Y6N10JG114A0,"鍍鋅六角螺絲BOLT /NUT*1/SPRING WASHER*1/WASHER*2) 5/8""X2-1/2""",36.56
Y6N10JG115A0,"鍍鋅六角螺絲BOLT /NUT/WASHERX2/SPRING WASHER M-13 1/2""X2""",22.73
Y6N10JG116A0,"REDUCE大小頭REDUCE 1-1/2""(外牙)變3/4""(內牙)",81.46
Y6N10JG117A0,"REDUCE大小頭REDUCE 3/4(外牙)""變3/8""(內牙)",40.65
Y6N10JG118A0,"ADAPTERADAPTER 1/2""(外牙)變3/4""(內牙)",52.26
Y6N10JG119A0,"鍍鋅管大灣頭 1 1/2""(含兩側接頭)",405.64
Y6N10JG120A0,"鍍鋅管大灣頭 2""(含兩側接頭)",588.76
Y6N10JG121A0,"鍍鋅管大灣頭 2 1/2""(含兩側接頭)",1114.93
Y6N10JG122A0,"鍍鋅管大灣頭 3""(含兩側接頭)",1424.85
Y6N10JG123A0,"鍍鋅管大灣頭 4""(含兩側接頭)",2125.83
Y6N10JG124A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 3/4""",258.19
Y6N10JG125A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 1""",296.12
Y6N10JG126A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 1 1/2""",794.64
Y6N10JG127A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 2""",1273.48
Y6N10JG128A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 2 1/2""",1916.28
Y6N10JG129A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 3""",2948.9
Y6N10JG130A0,"鑄鐵穿線匣(含LB、LL、LR、C、T、X型) 4""",4877.8
Y6N10JG131A0,"U型管夾(U型鋼用) 1/2""",10.45
Y6N10JG132A0,"U型管夾(U型鋼用) 3/4""",11.11
Y6N10JG133A0,"U型管夾(U型鋼用) 1""",11.62
Y6N10JG134A0,"U型管夾(U型鋼用) 1 1/2""",14.34
Y6N10JG135A0,"U型管夾(U型鋼用) 2""",21.72
Y6N10JG136A0,"U型管夾(U型鋼用) 2 1/2""",26.46
Y6N10JG137A0,"U型管夾(U型鋼用) 3""",31.61
Y6N10JG138A0,"U型管夾(U型鋼用) 4""",38.89
Y6N10JG139A0,硬質漿導管16mm (CD管),8.18
Y6N10JG140A0,硬質漿導管22mm (CD管),12.99
Y6N10JG141A0,硬質漿導管28mm (CD管),21.14
Y6N10JG142A0,硬質漿導管36mm (CD管),41.61
Y6N10JG143A0,硬質漿導管42mm (CD管),45.75
Y6N10JG144A0,硬質漿導管54mm (CD管),54.13
Y6N10JG145A0,"PVC護管套3/4""BUSHING",21.01
Y6N10JG146A0,"PVC護管套1""BUSHING",27.5
Y6N10JG147A0,"PVC護管套1-1/2""BUSHING",40.65
Y6N10JG148A0,"PVC護管套2""BUSHING",58.23
Y6N10JG149A0,"PVC護管套2-1/2""BUSHING",80.99
Y6N10JG150A0,"PVC護管套3""BUSHING",104.53
Y6N10JG151A0,"PVC護管套4""BUSHING",139.37
Y6N10JG152A0,"SUS304防水軟管2-1/2""",912.6
Y6N10JG153A0,"SUS304防水軟管盒接頭2-1/2""(外牙)",2443.57
Y6N10JG154A0,"SUS304防水軟管管接頭2-1/2""(內牙)",2443.57
Y6N10JG155A0,"SUS304防水軟管1-1/2""",371.64
Y6N10JG156A0,"SUS304防水軟管盒接頭1-1/2""(外牙)",668.55
Y6N10JG157A0,"SUS304防水軟管管接頭1-1/2""(內牙)",668.55
Y6N10JG158A0,"SUS304防水軟管3/4""",116.14
Y6N10JG159A0,"SUS304防水軟管盒接頭3/4""(外牙)",176.73
Y6N10JG160A0,"SUS304防水軟管管接頭3/4""(內牙)",176.73
Y6N10JG161A0,"U型螺絲3/8""牙*2-1/2"" SUS304",37.23
Y6N10JG162A0,"U型螺絲3/8""牙*1-1/2"" SUS304",29.12
Y6N10JG163A0,"法蘭NUT3/8""SUS304",6.06
Y6N10JG164A0,"不銹鋼Ｕ型螺栓(U-BOLT) 附螺帽&墊片 SS304 2"" ROD 7MM 50PC/BG",34.54
Y6N10JG165A0,"不銹鋼Ｕ型螺栓(U-BOLT) 附螺帽&墊片 SS304 1"" ROD 7MM 50PC/BG",24.54
Y6N10JG166A0,"SS304不銹鋼(歐姆型)管夾 1/2""",3.48
Y6N10JG167A0,"SS304不銹鋼(歐姆型)管夾 3/4""",4.78
Y6N10JG168A0,"不銹鋼 SUS304 六角螺絲BOLT /NUT/WASHERX2/SPRING WASHER M-16 5/8""X2""",37.3
Y6N10JG169A0,"不銹鋼 SUS304 六角螺絲BOLT /NUT*1/SPRING WASHER*1/WASHER*2) 5/8""X2-1/2""",41.61
Y6N10JG170A0,"不銹鋼 SUS304 六角螺絲BOLT /NUT/WASHERX2/SPRING WASHER M-13 1/2""X2""",24.85
Y6N10JG171A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 1/2""",21.01
Y6N10JG172A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 3/4""",21.01
Y6N10JG173A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 1""",23.23
Y6N10JG174A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 1 1/2""",31.36
Y6N10JG175A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 2""",42.37
Y6N10JG176A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 2 1/2""",50.4
Y6N10JG177A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 3""",57.32
Y6N10JG178A0,"不銹鋼 SUS304 U型管夾(U型鋼用) 4""",73.66
Y6N10JG179A0,"直角管卡 RA型 1/2""",30.23
Y6N10JG180A0,"直角管卡 RA型 3/4""",40.65
Y6N10JG181A0,"直角管卡 RA型 1""",44.14
Y6N10JG182A0,"直角管卡 RA型 1-1/2""",67.36
Y6N10JG183A0,"直角管卡 RA型 2""",81.3
Y6N10JG184A0,"直角管卡 RA型 2-1/2""",113.82
Y6N10JG185A0,"直角管卡 RA型 3""",127.76
Y6N10JG186A0,"直角管卡 RA型 4""",197.44
Y6N10JG187A0,"平行管卡 PRA型 1/2""",64.12
Y6N10JG188A0,"平行管卡 PRA型 3/4""",69.68
Y6N10JG189A0,"平行管卡 PRA型 1""",81.3
Y6N10JG190A0,"平行管卡 PRA型 1-1/2""",106.04
Y6N10JG191A0,"平行管卡 PRA型 2""",139.7
Y6N10JG192A0,"平行管卡 PRA型 2-1/2""",185.82
Y6N10JG193A0,"平行管卡 PRA型 3""",336.3
Y6N10JG194A0,"平行管卡 PRA型 4""",658.45
Y6N10JH001A0,日光燈配線槽門型吊架 適用75W*50Hmm,139.37
Y6N10JH002A0,鋁日光燈配線槽連接片 適用75W*50Hmm,65.64
Y6N10JH003A0,"日光燈配線槽馬車螺絲組 5/16""*3/4""L SUS304",8.38
Y6N10JH005A0,地面型電話/網路配線槽 全冠 TD-4-W 1M/PC (白色),34
Y6N10JH006A0,地面型電話/網路配線槽 全冠 TD-4-M 1M/PC (乳白色),33.84
Y6N10JH007A0,密封式絕緣配線槽 全冠 2525C-W 25X25 2M/PC (白色),96.14
Y6N10JH008A0,密封式絕緣配線槽 全冠 2525C-M 25X25 2M/PC (乳白色),96.41
Y6N10JH009A0,密封式絕緣配線槽 全冠 5025C-W 50X25 2M/PC (白色),157.2
Y6N10JH010A0,密封式絕緣配線槽 全冠 5025C-M 50X25 2M/PC (乳白色),156.53
Y6N10JH011A0,密封式絕緣配線槽 全冠 4040C-W 40X40 2M/PC (白色),146.63
Y6N10JH012A0,密封式絕緣配線槽 全冠 4040C-M 40X40 2M/PC (乳白色),147.23
Y6N10JH013A0,圓弧型配線槽 全冠 RTD-40-G 1M/PC (灰色),94.93
Y6N10JH014A0,圓弧型配線槽 全冠 RTD-40-M 1M/PC (乳白色),94.93
Y6N10JH015A0,圓弧型配線槽 全冠 RTD-50-G 1M/PC (灰色),107.86
Y6N10JH016A0,圓弧型配線槽 全冠 RTD-50-M 1M/PC (乳白色),107.86
Y6N10JH017A0,圓弧型配線槽 全冠 RTD-60-G 1M/PC (灰色),119.37
Y6N10JH018A0,圓弧型配線槽 全冠 RTD-60-M 1M/PC (乳白色),119.37
Y6N10JH019A0,圓弧型配線槽 全冠 RTD-70-G 1M/PC (灰色),141.59
Y6N10JH020A0,圓弧型配線槽 全冠 RTD-70-M 1M/PC (乳白色),142.19
Y6N10JH021A0,圓弧型配線槽 全冠 RTD-120-G 1M/PC (灰色),329.55
Y6N10JH022A0,圓弧型配線槽 全冠 RTD-120-M 1M/PC (乳白色),328.22
Y6N10JH023A0,"全牙吊桿3/8""",36.83
Y6N10JH024A0,"鐵製電鍍鋅全牙螺桿 1/2""*3M/PC",159.15
Y6N10JI001A0,PIG TAIL9/125um ST 3.0mm 1M/PC,127.58
Y6N10JI002A0,PIG TAIL9/125um SC 3.0mm 1M/PC,127.58
Y6N10JI003A0,PIG TAIL9/125um LC 3.0mm 1M/PC,127.92
Y6N10JI004A0,PIG TAIL50/125um ST 3.0mm 1M/PC,127.58
Y6N10JI005A0,PIG TAIL50/125um SC 3.0mm 1M/PC,127.58
Y6N10JI006A0,PIG TAIL50/125um LC 3.0mm 1M/PC,127.92
Y6N10JI007A0,PIG TAIL62.5/125um ST 3.0mm 1M/PC,127.58
Y6N10JI008A0,PIG TAIL62.5/125um SC 3.0mm 1M/PC,127.58
Y6N10JI009A0,PIG TAIL62.5/125um LC 3.0mm 1M/PC,127.92
Y6N10JI010A0,網路線CAT5E FTP 電腦線(305M/BOX),5357.36
Y6N10JI011A0,網路線CAT6 FTP 電腦線(305M/BOX),7228.65
Y6N10JI012A0,網路線CAT6E FTP 電腦線(305M/BOX),8783.85
Y6N10JI013A0,CAT.5e 網路接頭RJ-45接頭含保護套,20.2
Y6N10JI014A0,CAT.6網路接頭(SFTP)含保護套(灰色),34.34
Y6N10JI015A0,CAT.6 網路接頭(UTP)含保護套(灰色),14.14
Y6N10JI016A0,同軸電纜5C-2V 銅網168編 500M/RL,46.46
Y6N10JI017A0,同軸電纜7C-2V 銅網168編 500M/RL,74.05
Y6N10JI018A0,同軸電纜接頭BNC 7C-2V,67.99
Y6N10JI019A0,單模光電轉換器ST接頭 10/100M 2C,3558.1
Y6N10JI020A0,單模光電轉換器SC接頭 10/100M 2C,3630.15
Y6N10JI021A0,單模光電轉換器LC接頭 10/100M 2C,6296.44
Y6N10JI022A0,多模光電轉換器ST接頭 10/100M 2C,4446.12
Y6N10JI023A0,多模光電轉換器SC接頭 10/100M 2C,4537.34
Y6N10JI024A0,多模光電轉換器LC接頭 10/100M 2C,6169.54
Y6N10JI025A0,鋁合金機架式光纖收容箱24-PORT(含SC單模藕合器及收容盒),3197.58
Y6N10JI026A0,鋁合金機架式光纖收容箱24-PORT (含SC多模藕合器及收容盒),3297.9
Y6N10JI027A0,鋁合金機架式光纖收容箱24-PORT(含ST單模藕合器及收容盒),3264.57
Y6N10JI028A0,鋁合金機架式光纖收容箱24-PORT(含ST多模藕合器及收容盒),3297.9
Y6N10JI029A0,鋁合金機架式光纖收容箱24PORT (含LC單模藕合器及收容盒),3302.9
Y6N10JI030A0,鋁合金壁掛式光纖收容箱24PORT (含LC多模藕合器及收容盒),3235.91
Y6N10JI031A0,鋁合金壁掛式光纖收容箱12PORT (含SC單模藕合器及收容盒),2843.12
Y6N10JI032A0,鋁合金壁掛式光纖收容箱12PORT (含SC多模藕合器及收容盒),2872.74
Y6N10JI033A0,鋁合金壁掛式光纖收容箱12-PORT(含ST單模藕合器及收容盒),2931.32
Y6N10JI034A0,鋁合金壁掛式光纖收容箱12-PORT(含ST多模藕合器及收容盒),2931.32
Y6N10JI035A0,鋁合金壁掛式光纖收容箱12PORT (含LC單模藕合器及收容盒),2935.65
Y6N10JI036A0,鋁合金壁掛式光纖收容箱12PORT (含LC多模藕合器及收容盒),2876.74
Y6N10JI037A0,鋁合金壁掛式光纖收容箱8PORT (含SC多模藕合器及收容盒),1451.86
Y6N10JI038A0,鋁合金壁掛式光纖收容箱8-PORT(含ST多模藕合器及收容盒),1466.33
Y6N10JI039A0,鋁製光纖收容盤12-PORT 140mm×105mm×10mm,543.64
Y6N10JI040A0,光纖斷點接續盒(防塵/水) 12P-UC-closure 材質:ABS,4643.71
Y6N10JJ001A0,軟管NYLON軟管6*4(儀表用),112.61
Y6N10JJ002A0,"軟管SPC直接頭6*3/8""PT SUS",435.47
Y6N10JJ003A0,"軟管SPC直接頭6*1/4""PT SUS",436.48
Y6N10JJ004A0,"SPC銅直接接頭SPC銅直接接頭 6mmOD*1/8""PT",348.41
Y6N10JJ005A0,"SPC直接頭SUS SPC直接頭 6mmOD*3/8""PT",345.48
Y6N10JJ006A0,"儀錶用大小頭大小頭不銹鋼製 3/4""NPT(外牙) X 1/2""NPT(內牙)",183.19
Y6N10JJ007A0,"儀錶用大小頭大小頭1/2""*3/8"" 150#",14.95
Y6N10JJ008A0,"儀錶用大小頭大小頭3/4""(公)*3/8(母)",14.65
Y6N10JJ009A0,"MALE CONNECTOR不銹鋼接頭 1/4""NPTX6mmOD",235.71
Y6N10JJ010A0,BALL VALVE316SS 6mmOD COMPRESSION ENDS 1000PSI,2431.83
Y6N10JJ011A0,不銹鋼U槽 SUS304 W41*H25*2t mm,379.72
Y6N10JJ012A0,不銹鋼U槽 SUS304 W41*H41*2t mm,412.65
Y6N10JJ013A0,儀錶導壓管CLAMP 6~15mm SUS304 MODE:M615,67.76
Y6N10JJ014A0,"BUSHING 316SS 3/4"" G × 1/2""FNPT",69.68
Y6N10JJ015A0,"NIPPLE 316SS 1/2""MNPT × 100L",194.91
Y6N10JJ016A0,"FEMALE TEE 316SS 1/2"" FNPT× 1/2"" FNPT× 1/2"" FNPT",881.64
Y6N10JJ017A0,"FEMALE CONNECTOR 316SS 12mmO.D × 1/2"" FNPT",406.99
Y6N10JJ018A0,"PLUG (316SS 1/2""? PLUG MNPT）",245.4
Y6N10JJ019A0,MALE CONNECTOR SS316 12mmOD x 1/4〞NPT 廠牌:PARKER SS12M0-1-4,459.5
Y6N10JK001A0,單切暗開關 300V 15A NATIONAL WNF5001,29.12
Y6N10JK002A0,三路暗開關 300V 15A NATIONAL WNF5002,40.9
Y6N10JK003A0,螢光單切暗開關 110V 15A WNF5151,64.46
Y6N10JK004A0,螢光三路暗開關 110V 15A WNF5152,75.9
Y6N10JK005A0,氣氛開關(B)(附單切）AC 110V 500W National NOF20573,701.5
Y6N10JK006A0,暗開關蓋板 1G NATIONAL WNF6801,15.12
Y6N10JK007A0,暗開關蓋板 2G NATIONAL WNF6802,15.12
Y6N10JK008A0,暗開關蓋板 3G NATIONAL WNF6803,15.12
Y6N10JK009A0,暗插座蓋板 NATIONAL WNF6203,15.12
Y6N10JK010A0,全彩色新金屬蓋板系列WNF7501~WNF7503,77.49
Y6N10JK011A0,暗插座 125V 15A NATIONAL WNF1101,49.01
Y6N10JK012A0,冷氣專用暗插座 250V 20A National WFF3620W,75.9
Y6N10JK013A0,EL保護接地極插座 110V 15A WN1741-8312,1520.12
Y6N10JK014A0,電話卡式插座,75.57
Y6N10JK015A0,資訊卡式插座CAT-6,227.65
Y6N10JK016A0,無孔封口蓋板 NATIONAL WNF6891,15.12
Y6N10JK017A0,電話線蓋板 NATIONAL WNF6881,15.12
Y6N10JK018A0,冷氣專用暗插座蓋板 NATIONAL WNF6253,15.12
Y6N10JK019A0,"鍍鋅單連BOX 100*57*50*1.6mm 3/4""*8C",29.12
Y6N10JK020A0,"鍍鋅八角BOX 95*54*2mm 1""*2C、3/4""*2C、1/2*4C",42.33
Y6N10JK021A0,單連BOX蓋板 SUS 304 102*54*1mm,46.67
Y6N10JK022A0,八角BOX蓋板 SUS 304 D100*1mm,69.68
Y6N10JK023A0,埋入式附接地極雙插座125V National WNF1512K,82.91
Y6N10JK036A0,吊管組附吸頂裝飾蓋 附60CM吊管,67.66
Y6N10JK037A0,吊管組附吸頂裝飾蓋 附1M吊管,134.45
Y6N10JK038A0,單連露出型增設盒,24.5
Y6N10JK039A0,露出型增設盒(內可安裝無熔絲斷路器或ELB),65.82
Y6N10JK040A0,鋁合金直式日光燈配線槽 75W*50H*2t含蓋板 3M/PC,1424.18
Y6N10JK041A0,鋁合金日光燈配線槽 水平90度彎頭75W*50H 含蓋板,828.24
Y6N10JK042A0,吊管組 附吸頂裝飾蓋 附40CM吊管,68.46
Y6N10JK043A0,埋入式緊急押扣(TYPE:TY-609B),129.6
Y6N10JK047A0,投光燈 東亞 LSF012-30AA L-120， 色溫3000K，AC100~240V，IP66,2248.77
Y6N10JK048A0,投光燈 東亞 LSF012-30AA D-120， 色溫5700K，AC100~240V，IP66,2248.77
Y6N10JK049A0,投光燈 東亞 LSF012-50AA L-120， 色溫3000K，AC100~240V，IP66,3738.95
Y6N10JK050A0,投光燈 東亞 LSF012-50AA D-120， 色溫5700K，AC100~240V，IP66,3738.95
Y6N10JK051A0,投光燈 東亞 LSF012-100AA L-120 ，色溫3000K，AC100~240V，IP66,7008.61
Y6N10JK052A0,投光燈 東亞 LSF012-100AA D-120 ，色溫5700K，AC100~240V，IP66,7008.61
Y6N10JK053A0,投光燈 東亞 LSF012-150AA L-120 ，色溫3000K，AC100~240V，IP66,10054.97
Y6N10JK054A0,投光燈 東亞 LSF012-150AA D-120 ，色溫5700K，AC100~240V，IP66,10054.97
Y6N10JK057A0,國際星光防雨蓋板(國際WEF8981),210.38
Y6N10JK058A0,鍍鋅八角BOX*15CM(加深),61.99
Y6N10JK059A0,鍍鋅八角BOX*20CM(加深),72.66
Y6N10JL001A0,保安器 TENCO E4502 漏電30 mA跳脫，AC110~220V，耐電流30A,929.1
Y6N10JL002A0,漏電斷路器ELCB 東元 TLZ-30 2P 30AT/30AF 30mA,256.17
Y6N10JL003A0,漏電斷路器ELCB 東元 TLB-50 2P 50AT/50AF 30mA,593.81
Y6N10JL004A0,漏電斷路器ELCB 東元 TLB-50 2P 15AT/50AF 30mA,593.81
Y6N10JL005A0,漏電斷路器ELCB 東元 TLB-50 220V 2P 20AT 30mA,593.81
Y6N10JL006A0,漏電斷路器ELCB 東元 TLB-50 110V 1P 30AT 30mA,360.19
Y6N10JL007A0,漏電斷路器東元TLB-50 1P 30A,360.19
